sp1	sp2	true	method	dist	clade	portion
G000712315	G001305515	156.31569380000002	us	153.57713	7	backbone
G000513975	G000314675	168.69857482	us	168.58607	7	backbone
G000170875	G001705425	175.78964481	us	177.7705	7	backbone
G000751295	G000715505	142.38674449	us	142.37292	7	backbone
G001430705	G000740795	222.08482852	us	223.9274	7	backbone
G001644385	G900142425	152.67828680000002	us	151.50763	7	backbone
G000239815	G000427665	159.94673912000002	us	156.63423	7	backbone
G001310255	G001296055	181.92093965	us	177.66228	7	backbone
G000429005	G001627375	214.11712527	us	213.368	7	backbone
G001418005	G000963965	178.07841185	us	173.56474	7	backbone
G900110425	G000300235	156.16104036000002	us	154.66164	7	backbone
G001440475	G000385395	159.85331497	us	160.56738	7	backbone
G001510075	G001010945	189.46652246	us	190.432	7	backbone
G000023765	G900107025	215.4201765	us	217.9508	7	backbone
G000383095	G000513975	169.46268607000002	us	171.73499	7	backbone
G000144605	G000014245	160.43750379	us	157.2038	7	backbone
G000183665	G900129875	224.6949462	us	226.67064	7	backbone
G000331285	G000376125	210.31426583	us	209.11946	7	backbone
G000009985	G000420265	151.90472209	us	152.8972	7	backbone
G000968085	G000714545	216.72568275	us	215.02614	7	backbone
G001746755	G000412185	148.09816435000005	us	146.09348	7	backbone
G000964385	G001482405	185.3354407	us	186.8989	7	backbone
G001475935	G000428525	158.2219141	us	161.60495	7	backbone
G000372845	G000472185	169.09963875	us	170.11986	7	backbone
G000746085	G000420625	151.68885396000002	us	151.80486	7	backbone
G000436195	G001418005	179.82468808000002	us	179.35625	7	backbone
G000568555	G000938305	135.367164	us	132.32419	7	backbone
G001404055	G000423805	156.13823159	us	153.65292	7	backbone
G000220565	G001421665	172.41196297	us	174.9495	7	backbone
G900099935	G001296945	222.5159977	us	219.36314	7	backbone
G000382705	G000299935	146.64840037000002	us	152.35767	7	backbone
G000513975	G000331225	162.65174732000003	us	162.73515	7	backbone
G000938305	G000153705	136.20837776000002	us	130.67151	7	backbone
G001458315	G000383415	141.41972224	us	138.70802	7	backbone
G000153705	G900111875	173.49351097	us	177.89378	7	backbone
G000622425	G000607245	214.71491253	us	217.1635	7	backbone
G900108575	G001315015	151.11897125000002	us	155.27863	7	backbone
G000420305	G000425365	161.49727320000002	us	160.05981	7	backbone
G000613285	G000279995	222.86341775	us	222.36102	7	backbone
G000341385	G000739895	205.47297873	us	204.13165	7	backbone
G000420145	G000152845	85.84580938	us	87.70381	7	backbone
G001476695	G000968085	239.73472925	us	235.18604	7	backbone
G001235865	G000701585	196.5357115	us	198.24768	7	backbone
G000016285	G000218565	135.92834993999998	us	137.95755	7	backbone
G000376545	G000981545	158.77481475	us	159.02094	7	backbone
G001296025	G000740785	202.0439299	us	201.86324	7	backbone
G000376805	G000231445	193.57477459	us	196.88023	7	backbone
G000757525	G000153465	89.82563212	us	89.1935	7	backbone
G000154705	G000739695	118.89224664	us	120.626724	7	backbone
G000293845	G000590925	143.26289536000002	us	149.41449	7	backbone
G001421785	G000382705	167.0284217	us	166.85968	7	backbone
G000688515	G000293845	119.72453806	us	118.855675	7	backbone
G001296005	G000709755	197.13277745	us	194.4891	7	backbone
G000152865	G900115595	193.06544414	us	198.73512	7	backbone
G000829355	G000253295	188.71417555	us	189.44318	7	backbone
G000427665	G001787335	153.34439673999998	us	153.07645	7	backbone
G001202025	G000469155	150.28267888	us	150.4924	7	backbone
G000382645	G000420625	194.32167493000003	us	191.45512	7	backbone
G000600975	G000686005	165.95720341999998	us	171.7123	7	backbone
G001458395	G900100005	56.94535116	us	56.64244	7	backbone
G001427825	G001414235	213.27790196	us	211.92549	7	backbone
G000686005	G000436195	192.83384961	us	200.31836	7	backbone
G000342165	G000425365	130.4525641	us	131.22511	7	backbone
G001293565	G001315015	152.57060346	us	156.04243	7	backbone
G000381985	G000183665	210.76511604	us	211.43858	7	backbone
G001720135	G000294655	143.96878358	us	147.1707	7	backbone
G000803645	G000278275	198.17164125	us	197.96619	7	backbone
G001408515	G001746755	160.72077970000004	us	161.06514	7	backbone
G000622145	G000742475	219.54849584000004	us	224.59608	7	backbone
G000763785	G001422215	171.91084887	us	178.08032	7	backbone
G000017645	G000161755	171.69790683999997	us	171.58438	7	backbone
G000374005	G000434135	170.51572127	us	174.45358	7	backbone
G000812685	G000511355	70.75473928000001	us	69.882545	7	backbone
G000333335	G000981545	148.55708929	us	156.43065	7	backbone
G000308295	G000743705	175.53233097	us	175.7714	7	backbone
G000828475	G000183665	170.28338148	us	167.4872	7	backbone
G001404515	G001426665	107.60496016	us	105.046844	7	backbone
G000745735	G900107355	177.53577575999998	us	178.859	7	backbone
G000152625	G000428765	157.06650082	us	153.31662	7	backbone
G001430705	G000374145	201.53076152	us	200.90205	7	backbone
G000372965	G000737065	160.63086927	us	162.30565	7	backbone
G000709755	G000428525	191.9031694	us	192.72679	7	backbone
G001932215	G000744895	235.21318007	us	230.29652	7	backbone
G000968135	G000819565	160.72124036000002	us	164.29607	7	backbone
G000935205	G000744465	149.65068241	us	145.56088	7	backbone
G000333335	G000620605	168.67267579999998	us	163.53857	7	backbone
G000384335	G000768315	158.98547922	us	162.64731	7	backbone
G000014285	G001510185	151.83918526	us	148.94934	7	backbone
G000963705	G000466965	161.79472653000002	us	164.18939	7	backbone
G000385395	G001026905	188.88467600000004	us	188.65688	7	backbone
G000738435	G000473145	75.20164848	D2star	108.7358711745012	7	queries
G000759655	G900142425	172.68817296000003	D2star	199.79695032619816	7	queries
G000497755	G000963925	196.11093403	D2star	277.7753632841679	7	queries
G000429865	G000600975	162.18495948999998	D2star	45.67279088000271	7	queries
G000382265	G000701345	170.49587529	D2star	63.5952405338534	7	queries
G000017265	G000294715	180.97837252	D2star	288.66015235441193	7	queries
G900101965	G001011155	153.19907301	D2star	71.8375834143106	7	queries
G000245075	G000745425	166.43410927000002	D2star	91.22640917787244	7	queries
G000312545	G000013085	191.82938943	D2star	235.1586810676073	7	queries
G000526315	G000016765	148.01115412	D2star	41.36671973703096	7	queries
G001559035	G000800935	155.27766658	D2star	269.8428961099138	7	queries
G001192655	G000278115	210.32536999	D2star	76.42768479408743	7	queries
G000312545	G000312525	18.87304375	D2star	10.371996062526849	7	queries
G001298265	G000279995	137.33952077	D2star	239.9633740731955	7	queries
G001298265	G000709855	153.34125260000002	D2star	263.3477879387359	7	queries
G000188155	G000742835	186.7577547	D2star	248.49845232244823	7	queries
G001969385	G000383135	97.62796056	D2star	265.36144017590937	7	queries
G001192655	G000744955	169.30453468000002	D2star	205.76097796431455	7	queries
G001559035	G001917135	236.46496463	D2star	170.83382900599517	7	queries
G000697965	G000763805	169.05390268999997	D2star	65.2820791723462	7	queries
G000319385	G001672375	203.88277316	D2star	244.55010137080544	7	queries
G001624625	G000152805	201.43307603	D2star	259.94738793098884	7	queries
G000172095	G000949895	187.96508055	D2star	61.68335061483199	7	queries
G900129845	G000019365	166.99092109999998	D2star	173.43254709089967	7	queries
G001192655	G000763295	149.81768718	D2star	159.1075438433398	7	queries
G001469845	G000428765	160.15288880999998	D2star	78.61476485463677	7	queries
G000697965	G900104145	109.01168141	D2star	166.91247071168718	7	queries
G000312545	G000021745	156.74569763999995	D2star	234.44674973040284	7	queries
G002007565	G000152745	178.28880558999998	D2star	182.1059627089931	7	queries
G000497755	G000342165	149.21954259999998	D2star	28.731254393697377	7	queries
G001298265	G000763885	168.14253094	D2star	46.46583515249811	7	queries
G001192655	G000709855	212.97310337	D2star	75.24743085212482	7	queries
G000017265	G000585415	156.47688861	D2star	83.90262642651727	7	queries
G000230555	G001404055	106.89542582	D2star	85.18612728278534	7	queries
G900129845	G001644385	151.73268933999998	D2star	96.23557156277144	7	queries
G001624625	G000278155	29.290772070000003	D2star	20.02301824764212	7	queries
G000179775	G001202015	165.36524586	D2star	89.59132895981902	7	queries
G000697965	G900104755	129.90813297	D2star	19.50448930024128	7	queries
G000172095	G001421325	199.70032609	D2star	61.06164223476901	7	queries
G000230555	G000964225	187.02206827	D2star	210.9293970274887	7	queries
G001969385	G000092045	186.55708585	D2star	50.081771529063246	7	queries
G001438045	G000422785	174.02688688	D2star	112.10118072771304	7	queries
G000188155	G000190415	188.24643686	D2star	258.1631732811609	7	queries
G002007565	G001853345	182.01648151	D2star	188.04907103767505	7	queries
G000526315	G000622425	158.51537058999995	D2star	180.15034468508932	7	queries
G001969385	G001421995	188.00273641	D2star	64.90310226336611	7	queries
G001438045	G900100005	95.82946058000002	D2star	156.32527568855892	7	queries
G000445105	G000013745	172.09002703	D2star	50.14250500806647	7	queries
G000245075	G000341355	196.24751598000003	D2star	215.6936010470748	7	queries
G000497755	G000412185	148.97706776	D2star	72.99016988250509	7	queries
G000230555	G000757605	177.20042085	D2star	213.8675477783779	7	queries
G000445105	G000466965	175.61754444000002	D2star	55.50162719531074	7	queries
G001469845	G000423705	158.98213059	D2star	47.73206070807194	7	queries
G001292625	G001404515	172.39882225	D2star	80.8416590847549	7	queries
G000188155	G000746085	65.03793911	D2star	23.42247351238244	7	queries
G002007565	G000204035	177.41544545	D2star	222.6752518667118	7	queries
G001292625	G001038505	57.71365733	D2star	42.26206618082512	7	queries
G000300855	G000746275	126.49684565	D2star	83.63000058743614	7	queries
G001969385	G900099935	76.35469959	D2star	37.89728600815025	7	queries
G002007565	G001720135	108.65187865	D2star	213.71571408086984	7	queries
G001292625	G000312565	207.28851981	D2star	152.66912025256497	7	queries
G000245075	G001043915	163.99336963000002	D2star	96.51899446478647	7	queries
G000300855	G000278115	109.73537711	D2star	245.6379054613965	7	queries
G001438045	G000980895	186.06197033	D2star	209.77006239496052	7	queries
G000518105	G000284415	193.11461065000003	D2star	178.42618869783126	7	queries
G000429865	G001542405	115.46324152	D2star	35.83592424913758	7	queries
G001292625	G000739895	179.00146719	D2star	131.28283784623054	7	queries
G000526315	G001010945	171.84287877	D2star	55.6304496524409	7	queries
G000282595	G000092925	110.05017501	D2star	141.6513923449472	7	queries
G001298265	G000744955	152.69804175000002	D2star	81.99761963511621	7	queries
G001469845	G001941945	165.60320843	D2star	71.6148939912988	7	queries
G001969385	G900128895	187.22994567	D2star	124.32817968392828	7	queries
G000300855	G001303875	167.23939825999997	D2star	68.25093407095369	7	queries
G001192655	G000378345	170.53026736000004	D2star	113.62491623426055	7	queries
G000312545	G000434295	208.60808925	D2star	183.80177640604973	7	queries
G000697965	G000423705	93.06021501	D2star	19.82050583598804	7	queries
G000429045	G000202835	161.82154823000002	D2star	70.58849819614436	7	queries
G001292625	G900011245	181.56850165	D2star	120.84275280557677	7	queries
G000382265	G001476695	190.78603141	D2star	52.10419637987052	7	queries
G000429045	G000647675	169.43239893999998	D2star	181.85358136291305	7	queries
G000179775	G000155735	170.26474074	D2star	55.38312942961112	7	queries
G000312545	G000472385	163.23160966999998	D2star	226.8820575123349	7	queries
G001559035	G000314675	156.77680836	D2star	229.43286363047025	7	queries
G000423645	G000299875	68.78727859	D2star	63.89823311243614	7	queries
G000445105	G000980895	77.04646874	D2star	25.558942340429105	7	queries
G001624625	G000739935	112.85345213	D2star	183.34627531352555	7	queries
G001427385	G000981705	180.7986587	D2star	187.19542824946308	7	queries
G001438045	G001427865	199.23944254	D2star	223.0619216830323	7	queries
G000382265	G000971295	178.99138528999998	D2star	56.60596428851932	7	queries
G000697965	G000234355	205.59308192	D2star	122.05202385417422	7	queries
G000429045	G001026905	148.94025156000004	D2star	280.37813026767265	7	queries
G001624625	G000429625	185.74380434	D2star	255.8728463063061	7	queries
G000230555	G000420145	155.54620352	D2star	92.0753282510508	7	queries
G001559035	G000312665	111.04742482	D2star	214.57745466628225	7	queries
G001292625	G001429025	161.69876609	D2star	153.15161400242388	7	queries
G000738435	G000473145	75.20164848	us	54.36929	7	queries
G000759655	G900142425	172.68817296000003	us	207.89732	7	queries
G000497755	G000963925	196.11093403	us	210.40402	7	queries
G000429865	G000600975	162.18495948999998	us	144.07918	7	queries
G000382265	G000701345	170.49587529	us	164.43701	7	queries
G000017265	G000294715	180.97837252	us	171.60909	7	queries
G900101965	G001011155	153.19907301	us	140.8722	7	queries
G000245075	G000745425	166.43410927000002	us	151.85567	7	queries
G000312545	G000013085	191.82938943	us	193.463	7	queries
G000526315	G000016765	148.01115412	us	137.14731	7	queries
G001559035	G000800935	155.27766658	us	153.41248	7	queries
G001192655	G000278115	210.32536999	us	167.85817	7	queries
G000312545	G000312525	18.87304375	us	11.167973	7	queries
G001298265	G000279995	137.33952077	us	125.09163	7	queries
G001298265	G000709855	153.34125260000002	us	140.58127	7	queries
G000188155	G000742835	186.7577547	us	172.13725	7	queries
G001969385	G000383135	97.62796056	us	95.73909	7	queries
G001192655	G000744955	169.30453468000002	us	182.73616	7	queries
G001559035	G001917135	236.46496463	us	236.77524	7	queries
G000697965	G000763805	169.05390268999997	us	176.70314	7	queries
G000319385	G001672375	203.88277316	us	212.48672	7	queries
G001624625	G000152805	201.43307603	us	203.02774	7	queries
G000172095	G000949895	187.96508055	us	157.9595	7	queries
G900129845	G000019365	166.99092109999998	us	167.50398	7	queries
G001192655	G000763295	149.81768718	us	135.50131	7	queries
G001469845	G000428765	160.15288880999998	us	164.7544	7	queries
G000697965	G900104145	109.01168141	us	111.428345	7	queries
G000312545	G000021745	156.74569763999995	us	152.8097	7	queries
G002007565	G000152745	178.28880558999998	us	191.25539	7	queries
G000497755	G000342165	149.21954259999998	us	145.032	7	queries
G001298265	G000763885	168.14253094	us	156.81506	7	queries
G001192655	G000709855	212.97310337	us	157.54799	7	queries
G000017265	G000585415	156.47688861	us	157.03513	7	queries
G000230555	G001404055	106.89542582	us	109.72314	7	queries
G900129845	G001644385	151.73268933999998	us	154.53331	7	queries
G001624625	G000278155	29.290772070000003	us	29.345629	7	queries
G000179775	G001202015	165.36524586	us	148.16548	7	queries
G000697965	G900104755	129.90813297	us	130.80449	7	queries
G000172095	G001421325	199.70032609	us	170.96059	7	queries
G000230555	G000964225	187.02206827	us	162.82704	7	queries
G001969385	G000092045	186.55708585	us	186.27513	7	queries
G001438045	G000422785	174.02688688	us	175.80194	7	queries
G000188155	G000190415	188.24643686	us	175.60728	7	queries
G002007565	G001853345	182.01648151	us	192.86688	7	queries
G000526315	G000622425	158.51537058999995	us	144.4821	7	queries
G001969385	G001421995	188.00273641	us	185.43434	7	queries
G001438045	G900100005	95.82946058000002	us	91.38017	7	queries
G000445105	G000013745	172.09002703	us	155.88484	7	queries
G000245075	G000341355	196.24751598000003	us	185.57787	7	queries
G000497755	G000412185	148.97706776	us	153.70148	7	queries
G000230555	G000757605	177.20042085	us	172.68538	7	queries
G000445105	G000466965	175.61754444000002	us	162.7492	7	queries
G001469845	G000423705	158.98213059	us	159.13974	7	queries
G001292625	G001404515	172.39882225	us	176.19951	7	queries
G000188155	G000746085	65.03793911	us	60.7829	7	queries
G002007565	G000204035	177.41544545	us	190.06032	7	queries
G001292625	G001038505	57.71365733	us	47.523895	7	queries
G000300855	G000746275	126.49684565	us	126.4796	7	queries
G001969385	G900099935	76.35469959	us	68.94362	7	queries
G002007565	G001720135	108.65187865	us	120.92259	7	queries
